name,url,type,address,label,feature,price,comment1,comment2,comment3,comment_count,lng,lat
海底捞火锅(牡丹园店) 分店,/shop/515381,火锅,海淀区花园东路2号 62033112,其他火锅 北太平庄,滑牛肉 一根面 海底捞牛肉,83,8.6,8.2,9.3,21429,116.37627,39.98398
麻辣诱惑(君太店) 分店,/shop/516112,川菜,西城区西单北大街133号君太百货7楼 82656688,川菜 西单,水煮鱼 毛血旺 酸梅汤,79,8.3,8.4,8.2,21071,116.37948,39.915764
稻香村 分店,/shop/510654,小吃快餐,多家营业部 84043305,老北京小吃 食品茶酒,牛舌饼 萨其马 枣糕,28,9,7.7,7.9,18445,0,0
西单翅酷(西单店),/shop/562817,小吃快餐,西城区西单图书大厦东侧钟声胡同15号 66032605,烧烤 西单,微辣鸡翅 原味鸡翅 烤馒头,49,7.5,4.4,4.9,17008,116.38423,39.91588
金钱豹国际美食百汇(王府井店) 分店,/shop/584865,自助餐 海鲜,东城区东安门大街55号王府世纪大厦2楼 65598888,自助餐 婚宴酒店 王府井/东单,三文鱼 提拉米苏 烤鳗鱼,209,7.4,7.7,7.6,16950,116.41426,39.922398
海底捞火锅(西单店) 分店,/shop/2114887,火锅,西城区西单北大街109号西单婚庆大楼7楼 66174063,其他火锅 西单,滑牛肉 鸳鸯锅底 鸭血,87,8.6,8.4,9.3,16868,116.3802,39.92044
文宇奶酪店,/shop/513701,小吃快餐,东城区南锣鼓巷49号 ,老北京小吃 地安门,红豆双皮奶 原味奶酪 双皮奶,14,8.4,6.8,7.3,14413,116.40941,39.945004
川京办餐厅,/shop/510880,川菜,东城区建国门内大街贡院西街头条5号 65122277-6101,川菜 婚宴酒店 建国门/北京站,口水鸡 毛血旺 川北凉粉,66,8.5,6.7,6.4,13637,116.43736,39.91465
九门小吃,/shop/1924552,小吃快餐,西城区德内大街孝友胡同1号 ,老北京小吃 什刹海,爆肚 奶酪魏 卤煮,48,6.1,6,5,10928,116.388275,39.9521
姚记炒肝店(鼓楼店) 分店,/shop/513043,小吃快餐,东城区鼓楼东大街311号 84010570,老北京小吃 地安门,炒肝 包子 卤煮,23,8.2,6.3,6.7,10216,116.403206,39.947243
那家小馆(永安里店) 分店,/shop/515445,北京菜,朝阳区建国门外永安里10号 65673663,官府菜 婚宴酒店 国贸,秘制酥皮虾 皇坛子 桂花山药,113,8.5,8.7,8.5,9466,116.45459,39.91283
沸腾鱼乡(知春路店) 分店,/shop/510176,川菜,海淀区知春路17号 82311286,川菜 双榆树 中关村,水煮鱼 馋嘴蛙 毛血旺,87,8.3,7.7,7.5,9168,116.35262,39.98242
护国寺小吃店(护国寺总店) 分店,/shop/509084,小吃快餐,西城区护国寺大街93号 66181705,老北京小吃 新街口,豌豆黄 奶油炸糕 驴打滚,22,8.3,7.2,7.1,9128,116.38118,39.941204
江边城外烤全鱼(交大店) 分店,/shop/516382,川菜,西城区西直门交大东路46号 51562760,烤鱼 西直门/动物园,香辣烤鱼 豆豉烤鱼 麻辣烤鱼,65,8.8,7.7,7.8,8779,116.3555,39.956223
眉州东坡酒楼(中关村店) 分店,/shop/515636,川菜,海淀区中关村大街27号中关村大厦2楼 59683322,川菜 婚宴酒店 中关村,东坡肘子 眉州香肠 夫妻肺片,70,8.4,8.3,8.1,8053,116.32299,39.983425
大董烤鸭店(东四十条店) 分店,/shop/1953784,北京菜,东城区东四十条甲22号南新仓商务大厦1-2楼 51690329,烤鸭 创意菜 东四,烤鸭 咸水鸭肝 芥末鸭掌,216,8.9,9,8.6,7668,116.43756,39.938866
华天新川面馆(新街口店) 分店,/shop/511011,小吃快餐,西城区新街口南大街14号 83280452,粉面馆 新街口,凉面 麻辣凉面 担担面,16,8.9,6.2,6.6,6934,116.37939,39.946346
全聚德烤鸭店(和平门店) 分店,/shop/508125,北京菜,西城区前门西大街14号楼 83193101,烤鸭 婚宴酒店 菜市口,烤鸭 芥末鸭掌 盐水鸭肝,164,8.4,8.3,8.2,6875,116.39093,39.90552
渝信川菜(西单店) 分店,/shop/510770,川菜,西城区西单北大街111号西单国际大厦7楼 66183918,川菜 婚宴酒店 西单,水煮鱼 川北凉粉 毛血旺,73,8.4,8.1,7.8,6639,116.38026,39.919506
呷哺呷哺(汉光百货店) 分店,/shop/511548,火锅,西城区西单北大街176号汉光百货8楼 ,其他火锅 西单,麻酱小料 金针菇 豆皮,42,8.2,7.3,7.6,6560,116.3813,39.915443
新疆饭庄,/shop/512888,新疆菜,西城区车公庄大街北里1号乌鲁木齐驻京办 68362795,新疆菜 西直门/动物园,自制酸奶 羊肉串 大盘鸡,69,8.8,7.5,7.6,6093,116.355225,39.940605
肯德基 分店,/shop/513343,小吃快餐,多家连锁店 ,快餐/简餐,香辣鸡腿堡 新奥尔良烤翅 葡式蛋挞,29,7.5,7.8,7.7,5478,116.454704,39.961258
金钱豹国际美食百汇(世贸天阶店) 分店,/shop/2078671,自助餐 海鲜,朝阳区光华路9号世贸天阶中心L402-403号 65538888,自助餐 婚宴酒店 国贸 建外大街,酥皮奶油蘑菇汤 三文鱼 提拉米苏,215,7.4,8,7.8,5475,116.457664,39.922493
豆捞坊(西单店) 分店,/shop/2380366,火锅,西城区西单北大街131号大悦城7楼02号 59716881,其他火锅 西单,自助小料 菌王锅 美味鲜虾滑,89,8.2,8.7,8.3,5356,116.37944,39.917007
香草香草云南原生态火锅(大理店) 分店,/shop/2951611,火锅,海淀区苏州街55号名商大厦2楼 82621976,其他火锅 婚宴酒店 苏州桥,菌王奇香锅 豆腐拼盘 建水香豆腐,87,9,8.7,9.2,4879,116.312874,39.977993
海底捞火锅(劲松店) 分店,/shop/1888135,火锅,朝阳区南磨房路平乐园29号 87798911,其他火锅 劲松/潘家园 大望路,滑牛肉 柠檬水 虾滑,87,8.9,8.4,9.3,4867,116.483345,39.894043
干锅居,/shop/512894,贵州菜,海淀区中关村东路1号搜狐网络大厦2楼 58722008,贵州菜 五道口,苗家干锅鸡 老奶奶土豆泥 干锅茶树菇,63,7.4,7.2,6.8,4682,116.339165,39.99934
大董烤鸭店(团结湖店) 分店,/shop/509705,北京菜,朝阳区东三环长虹桥东南 65824003,烤鸭 创意菜 朝阳公园/团结湖,烤鸭 盐水鸭肝 宫保虾球,195,8.9,8.4,8.4,4679,116.470505,39.958675
花家怡园(四合院总店) 分店,/shop/507755,北京菜,东城区东直门内大街235号 51283315,婚宴酒店 家常菜 东直门,特色:霸王鸡??酸梅汤??花家白菜,176,8.8,9.1,8.7,4678,116.424995,39.9473
山吧(雁栖镇店) 分店,/shop/511487,北京菜,近郊怀柔区雁栖镇长园村318号 61627396,农家菜 怀柔,烤虹鳟鱼 扁豆排骨卷 炸花椒芽,91,7.7,8.2,7.1,4592,116.61053,40.41841
全聚德烤鸭店(前门店) 分店,/shop/508130,北京菜,东城区前门大街30号 65112418,烤鸭 婚宴酒店 前门,烤鸭 北京烤鸭 芥末鸭掌,158,8.3,8.3,8.1,4527,116.40471,39.90297
聚宝源,/shop/513329,火锅,西城区牛街西里商业1号楼5-2号 83545602,涮羊肉 牛街,烧饼 涮羊肉 手切羊肉,80,9.4,7.8,8.3,4327,116.368805,39.8923
王胖子驴肉火烧(鼓楼店) 分店,/shop/585475,小吃快餐,西城区鼓楼西大街80号 84023077,其他小吃 新街口 德外大街,驴肉火烧 驴杂汤 小米粥,23,9,6.5,7.2,4219,116.39656,39.94883
火宴山自助火锅(望京店) 分店,/shop/5422956,火锅 自助餐,朝阳区阜通东大街6号院方恒购物中心4楼 84783832,其他火锅 自助餐 望京,羊肉 蛋挞 寿司,58,8.6,8.8,8.8,4145,116.490234,39.997208
龙顺园麻辣香锅(亚运村店) 分店,/shop/512780,川菜,朝阳区慧忠路欧陆经典大厦西南角 64810510,香锅 亚运村,青笋 午餐肉 豆皮,68,8.2,6.1,6.9,3833,116.42613,40.00253
双流老妈兔头(双井店) 分店,/shop/3083767,川菜,朝阳区东三环南路48号 65405858,川菜 双井,麻辣兔头 五香兔头 酸汤肥牛,77,9,8.4,8.3,3827,116.46852,39.896122
汉堡王(西单大悦城店) 分店,/shop/3273034,西餐,西城区西单北大街甲131号西单大悦城3楼20号商铺 59716392,西式简餐 西单,皇堡 薯条 培根芝士皇堡,32,8.8,8.4,8.5,3807,116.38,39.9169
陈记卤煮小肠,/shop/1900186,小吃快餐,西城区取灯胡同3号 ,老北京小吃 前门,卤煮火烧 卤煮小肠 卤煮,17,8.7,5.2,5.9,3785,116.40055,39.903
麻辣诱惑(搜秀店) 分店,/shop/2189023,川菜,东城区崇文门外大街40号搜秀商城7楼 51671099,川菜 崇文门,水煮鱼 毛血旺 酸梅汤,81,8.6,8.7,8.6,3745,116.42751,39.900867
巴国布衣风味酒楼(地安门店) 分店 (暂停营业),/shop/507583,川菜,东城区地安门东大街89-3号 64008888,川菜 婚宴酒店 安定门 什刹海,三峡石爆脆肠 川北凉粉 毛血旺,67,7.4,7.8,6.5,3691,116.40371,39.939873
西贝西北菜(六里桥店) 分店,/shop/507685,西北菜,丰台区六里桥北里10号院 63316888,西北菜 婚宴酒店 六里桥/丽泽桥,莜面 功夫鱼 大拌菜,86,8.3,8.3,8.4,3527,116.31032,39.888775
江边城外烤全鱼(牡丹园店) 分店,/shop/2755150,川菜,海淀区花园路2号33号楼翠微百货牡丹美食街2号 62378953,烤鱼 北太平庄,香辣烤鱼 豆豉清江鱼 麻辣烤鱼,65,9,8.4,8.5,3482,116.37449,39.983715
麻辣诱惑(东直门店) 分店,/shop/581219,川菜,朝阳区东直门外大街46号天恒大厦3楼 84608558,川菜 三里屯 东直门,水煮鱼 毛血旺 酸梅汤,77,8.3,8.4,8.2,3451,116.44319,39.946262
宜家家居餐厅(四元桥店),/shop/1883626,小吃快餐,朝阳区阜通东大街59号3楼 64792345,快餐/简餐 望京,瑞典肉圆 甜筒 咖啡,34,8,7.6,7.4,3391,116.47051,39.982567
黑松白鹿(西坝河店) 分店,/shop/1933705,日本,朝阳区西坝河光熙门北里15号重庆饭店1楼 64201954,日式自助 左家庄,烤鳗鱼 生鱼片 三文鱼,162,7.9,7.8,8,3290,116.44238,39.969482
哈哈镜鸭脖子(簋街店) 分店,/shop/565291,小吃快餐,东城区东直门内大街6号 18611104055,熟食 食品茶酒 东直门,鸭脖 藕片 鸭肠,33,8.8,7.8,7.5,3239,116.436676,39.94691
海底捞火锅(北奥店) 分店,/shop/1947880,火锅,朝阳区惠新东街甲2号北奥大厦3楼 84639300,其他火锅 对外经贸,滑牛肉 抻面 虾滑,84,8.7,8.2,9.3,3204,116.432,39.994465
沸腾鱼乡(春秀路总店) 分店,/shop/508064,川菜,朝阳区工体北里1号华通新饭店内 64174988,川菜 婚宴酒店 三里屯,水煮鱼 馋嘴蛙 酸梅汤,94,8.5,8,7.7,3139,116.45062,39.941334
全聚德烤鸭店(王府井店) 分店,/shop/508128,北京菜,东城区王府井大街帅府园胡同9号 65253310,烤鸭 婚宴酒店 王府井/东单,烤鸭 精品烤鸭 芥末鸭掌,172,7.9,8,7.6,3112,116.41839,39.918495
四川仁火锅(双井桥店) 分店,/shop/2452222,火锅,朝阳区东三环八棵杨甲1号南侧 67769133,其他火锅 双井,滑嫩牛肉 鲜鸭血 鲜毛肚,85,8.6,8.5,8.5,3070,116.46814,39.89911
海底捞火锅(望京店) 分店,/shop/2114893,火锅,朝阳区望京街9号望京国际商业中心4楼 59203512,其他火锅 望京,虾滑 鸭血 抻面,89,8.9,8.6,9.4,3037,116.49138,39.996643
金鼎轩(亚运村店) 分店,/shop/1966930,小吃快餐,朝阳区大屯路安慧北里逸园15号楼4楼 4006766111,粤菜 婚宴酒店 亚运村,虾饺皇 蒸凤爪 皮蛋瘦肉粥,68,8.6,8.4,8.3,3033,116.4192,40.007946
金钱豹国际美食百汇(中关村店) 分店,/shop/3457330,自助餐 海鲜,海淀区丹棱街甲1号欧美汇商厦6楼 68038888,自助餐 婚宴酒店 中关村,三文鱼 酥皮奶油蘑菇汤 鹅肝,209,7.7,8.3,8.1,2980,116.32168,39.985233
香草香草云南原生态火锅(丽江店) 分店,/shop/3642082,火锅,朝阳区朝阳北路237号复星国际中心2楼 65851976,其他火锅 朝外大街,菌王奇香锅 建水豆腐 香格里拉嫩牦牛,93,9,8.9,9.3,2971,116.462,39.92966
西域饭庄,/shop/508371,新疆菜,西城区三里河路7号新疆驻京办事处院内B1楼 68332266-6613,新疆菜 西直门/动物园,羊肉串 自制酸奶 大盘鸡,60,8,5.7,6.2,2964,116.339165,39.938828
江边城外烤全鱼(朝外店) 分店,/shop/2370448,川菜,朝阳区朝外大街吉祥里小区206号楼 65526568,烤鱼 朝外大街,香辣烤鱼 豆豉烤鱼 麻辣烤鱼,66,9,8.4,8.4,2938,116.446655,39.93258
华天峨嵋酒家(车公庄店) 分店,/shop/508698,川菜,西城区北礼士路58号 88374437,川菜 婚宴酒店 阜成门,宫保鸡丁 凉面 鸡丝凉面,69,8.5,7.3,7.4,2928,116.36022,39.936657
麻辣诱惑(西直门店) 分店,/shop/2274049,川菜,西城区西直门外大街1号西环广场凯德MALL购物中心5楼 58302398,川菜 西直门/动物园,水煮鱼 毛血旺 酸梅汤,77,8.5,8.4,8.4,2918,116.3594,39.947205
拿渡麻辣香锅(西单大悦城店) 分店,/shop/2384890,川菜,西城区西单北大街甲131号西单大悦城7楼9号 59716237,香锅 西单,金针菇 青笋 午餐肉,68,7.7,7.2,6.5,2826,116.38,39.9169
南门涮肉(天坛店) 分店,/shop/511003,火锅,东城区永内东街东里13号楼-1-2号 67017030,涮羊肉 天坛,小料 鲜羊肉 羊肉,74,8.8,6.9,7.3,2770,116.41829,39.880302
海碗居(增光路总店) 分店,/shop/510289,小吃快餐,海淀区增光路11号 88374993,炸酱面 航天桥,炸酱面 爆肚 炸灌肠,52,8.4,7.7,8.1,2740,116.33749,39.933647
海底捞火锅(红庙店) 分店,/shop/2303326,火锅,朝阳区红庙延静西里2号东华商大厦2楼 65060403,其他火锅 大望路,滑牛肉 虾滑 鸭血,88,9,8.7,9.4,2724,116.48892,39.92184
胡大饭馆(东直门总店) 分店,/shop/510660,川菜,东城区东直门内大街（簋街）233号 64003511,川菜 东直门,麻辣小龙虾 馋嘴蛙 炸馒头片,91,8.9,7.8,8,2710,116.437355,39.946983
辣尚瘾(交大店) 分店,/shop/2987527,川菜,海淀区交通大学路8号 62253137,烤鱼 香锅 北下关,麻辣香锅 烤鱼 蓝莓山药,53,8.7,8.6,8.6,2690,116.35329,39.955063
海底捞火锅(白纸坊店) 分店,/shop/1968904,火锅,西城区广安门南街42号中建二局大厦1-2楼 51816880,其他火锅 右安门,海底捞滑牛肉 柠檬水 鲜鸭血,86,8.7,8.3,9.3,2675,116.35745,39.88223
林静小吃,/shop/514992,小吃快餐,海淀区复兴路 ,麻辣烫 五棵松,麻辣烫 麻辣凉面 酸辣粉,26,8.2,4.3,4.7,2656,116.28012,39.91351
三只耳冷锅鱼(保利店) 分店,/shop/2933764,火锅,朝阳区工体北路新中西里26号 64132228,其他火锅 三里屯,冷锅鱼 鸭血 虾滑,88,9,8.6,8.7,2651,116.445244,39.939796
麻辣诱惑(汉光百货店) 分店,/shop/1955323,川菜,西城区西单北大街176号汉光百货8楼 66037068,川菜 西单,水煮鱼 酸梅汤 毛血旺,78,8.3,8.3,8.2,2623,116.38082,39.915455
江边城外烤全鱼(亚运村店) 分店,/shop/3142537,川菜,朝阳区慧忠北路慧忠里123号楼 64924119,烤鱼 亚运村,香辣清江鱼 豆豉清江鱼 香辣烤鱼,63,8.7,8.3,8.5,2606,116.412346,40.005325
麻辣诱惑(五道口店) 分店,/shop/2524246,川菜,海淀区成府路28号五道口购物中心6楼 62666788,川菜 五道口,毛血旺 水煮鱼 酸梅汤,76,8.6,8.7,8.6,2603,116.34586,39.998333
秋栗香(地安门店) 分店,/shop/563284,小吃快餐,西城区地安门西大街2号 64016838,零食 地安门,糖炒栗子 瓜子 栗子,17,8.4,6.2,6.3,2591,116.402374,39.9396
海底捞火锅(马家堡店) 分店,/shop/2273050,火锅,丰台区马家堡西路11号2楼 67577027,其他火锅 草桥,滑牛肉 虾滑 柠檬水,87,8.9,8.6,9.3,2581,116.377426,39.854298
便宜坊烤鸭店(新世界店) 分店,/shop/2014639,北京菜,东城区崇文门外大街3-5号新世界百货青春馆3楼 67088680,烤鸭 婚宴酒店 崇文门,烤鸭 干烧鸭四宝 芥末鸭掌,103,8.2,8,7.9,2527,116.42452,39.904354
五哥鸡翅,/shop/514410,小吃快餐,东城区南板桥胡同5号 64001626,烧烤 东四,烤鸡翅 单面辣鸡翅 烤馒头片,55,8.3,3.7,4.2,2514,116.42662,39.938732
白家大院,/shop/510320,北京菜,海淀区苏州街15号乐家花园内 62658851,官府菜 婚宴酒店 苏州桥,宫廷小吃 鹿肉 豌豆黄,324,7.9,9.4,9,2501,116.312126,39.985207
麻辣诱惑(新中关店) 分店,/shop/2560066,川菜,海淀区中关村大街19号新中关购物中心2楼 82488228,川菜 中关村,毛血旺 水煮鱼 酸梅汤,76,8.8,8.5,8.8,2488,116.3212,39.98426
都一处烧麦馆(前门店) 分店,/shop/2677600,北京菜,东城区前门大街38号 67021555,家常菜 前门,三鲜烧麦 乾隆白菜 猪肉烧麦,56,7.9,7.8,7.2,2448,116.404564,39.902485
金钱豹国际美食百汇(亚运村店) 分店,/shop/562119,自助餐 海鲜,朝阳区大屯北路慧忠北里214号楼 51281888,自助餐 婚宴酒店 亚运村,哈根达斯 三文鱼 烤鳗鱼,214,7.4,7.7,7.7,2408,116.40958,40.01178
江边城外烤全鱼(魏公村店) 分店,/shop/3625624,川菜,海淀区魏公村街民族大学北路8号 88570500,烤鱼 魏公村,香辣烤鱼 豆豉清江鱼 藕片,64,9,8.4,8.4,2397,116.327385,39.959087
萨莉亚(西直门店) 分店,/shop/2538517,西餐,西城区西直门外大街112号华堂商场4楼 88385435,西式简餐 西直门/动物园,金枪鱼沙拉 米兰风味肉酱多利亚饭 香辣烤肠,38,7.3,7.3,7.1,2393,116.35256,39.944057
眉州东坡酒楼(亚运村店) 分店,/shop/510423,川菜,朝阳区慧忠北里111号楼 59683316,川菜 婚宴酒店 亚运村,东坡肘子 眉州香肠 担担面,66,8.5,8,8,2384,116.4131,40.012104
王府井小吃街,/shop/510518,小吃快餐,东城区王府井好友世界商场南 ,老北京小吃 景点/郊游 王府井/东单,羊肉串 冰糖葫芦 章鱼小丸子,38,4.4,3.8,4.3,2358,116.41758,39.917545
巴贝拉意式休闲餐厅(五道口店) 分店,/shop/2388583,西餐,海淀区成府路28号五道口购物中心5楼02号 62666179,西式简餐 五道口,Pizza 鸡翅 提拉米苏,48,6.8,7.3,6.3,2347,116.34586,39.99833
锦府盐帮酒楼(魏公村店) 分店,/shop/583710,川菜,海淀区中关村南大街31号空间技术研究院院内 68196222,川菜 婚宴酒店 魏公村,退秋鱼 骄子肥牛 白汤退秋鱼,103,8.6,8.8,8.2,2341,116.32999,39.953625
奶酪魏(牛街总店) 分店,/shop/1958782,小吃快餐,西城区广安门内大街202号107室 63522402,老北京小吃 广内大街,宫廷奶酪 杏仁豆腐 奶油炸糕,17,8.3,6.5,7.1,2320,116.36918,39.894447
麻辣诱惑(大钟寺店) 分店,/shop/511574,川菜,海淀区大钟寺太阳园小区西门旁 82119966,川菜 双榆树,水煮鱼 毛血旺 酸梅汤,74,8.2,8.2,8.1,2296,116.34542,39.977837
海底捞火锅(白家庄店) 分店,/shop/2144467,火锅,朝阳区白家庄路甲2号 65952982,其他火锅 朝外大街,滑牛肉 虾滑 鸭血,88,9,8.7,9.4,2294,116.463936,39.93385
新辣道鱼火锅(双安店) 分店,/shop/2127934,火锅,海淀区双榆树东里40号 82118833,鱼火锅 双榆树,梭边鱼 凉茶 魔芋丝,83,8,7.9,7.9,2275,116.33228,39.97411
唐人街海鲜自助餐厅,/shop/2808733,自助餐,朝阳区民族园路2号唐人街购物广场5楼 51994545,自助餐 婚宴酒店 亚运村,三文鱼 铁板烧 海鲜,104,6.9,7.8,7.5,2274,116.39691,39.98643
重庆孔亮火锅(东直门店) 分店,/shop/2372599,火锅,东城区东直门内大街218号 84044907,重庆火锅 东直门,毛肚 鳝鱼 金针菇,88,8.5,7.7,7.9,2264,116.4271,39.946938
西贝西北菜(双井店) 分店,/shop/3444637,西北菜,朝阳区东三环南路48号北人大酒店2楼 59627288,西北菜 婚宴酒店 劲松/潘家园 双井,酸奶 羊肉串 功夫鱼,81,8.6,8.4,8.8,2237,116.46877,39.894623
口福居火锅(大运村店) 分店,/shop/510622,火锅,海淀区知春路29号大学生公寓7-8号楼 82355888,涮羊肉 双榆树 中关村,羊肉 麻酱小料 肥牛,74,7.9,7.9,7.4,2207,116.349236,39.982952
眉州东坡酒楼(劲松店) 分店,/shop/510773,川菜,朝阳区劲松中街208号 67706866,川菜 婚宴酒店 劲松/潘家园,东坡肘子 眉州香肠 担担面,65,8.3,7.8,7.8,2147,116.46247,39.889706
宽店(鼓楼店),/shop/1889209,小吃快餐,西城区旧鼓楼大街135号 84040523,烧烤 什刹海 地安门,烤鸡翅 土豆泥 冰霜情果,52,8,6.1,6.1,2133,116.40022,39.949
三样菜,/shop/4683333,川菜,朝阳区工体北路8号工人体育场北门西侧 65523499,川菜 三里屯,凉拌素三样 酸汤肥牛 干烧鳝段,91,9.1,8.7,8.6,2124,116.45378,39.939156
川军本色(双安店) 分店,/shop/568990,川菜,海淀区北三环西路甲30号双天大厦 68400286,川菜 双榆树,香辣美容蹄 毛血旺 水煮鱼,72,9,8.4,8.4,2114,116.336105,39.972393
蛙蛙叫干锅年代(东直门簋街店) 分店,/shop/5541013,川菜 火锅,东城区东直门内大街288-6号 64093077,川菜 其他火锅 东直门,干锅牛蛙 酸菜炒饭 酸梅汤,75,8.9,8.6,8.7,2111,116.42378,39.94692
西贝西北菜(亚运村一店) 分店,/shop/511065,西北菜,朝阳区慧忠北路安慧北里安园8号楼1楼 64984455,西北菜 婚宴酒店 亚运村,功夫鱼 自制酸奶 大拌菜,75,8,7.8,8.3,2094,116.41897,40.00529
江边城外烤全鱼(民大一店) 分店,/shop/2178997,川菜,海淀区民族大学北路16号 68417169,烤鱼 魏公村,香辣烤鱼 豆豉烤鱼 麻辣烤鱼,63,8.4,7.4,6.9,2077,116.32616,39.959026
海底捞火锅(石景山店) 分店,/shop/2908501,火锅,石景山区石景山路乙18号万达广场c栋4楼 88689559,其他火锅 鲁谷,虾滑 滑牛肉 柠檬水,90,9.1,8.9,9.4,2040,116.23144,39.91128
小肥羊(东直门店) 分店,/shop/511825,火锅,东城区东直门内大街209号 84001669,其他火锅 东直门,滋补鸳鸯锅 羊肉 金针菇,72,8.2,7.9,7.9,2027,116.427025,39.94731
新辣道鱼火锅(惠新店) 分店,/shop/513114,火锅,朝阳区惠新东街9号 64967966,鱼火锅 对外经贸,梭边鱼 口口脆 魔芋,82,8.4,7.8,7.9,2023,116.430786,39.987694
戈拿旺巴西烤肉(朝外店) 分店,/shop/3273259,自助餐,朝阳区东大桥路8号SOHO尚都北塔B座4楼 59003318,拉美烧烤 自助餐 朝外大街 国贸,羊肉串 鸡翅 培根卷,81,8.8,8.9,9.2,2022,116.45999,39.92331
海底捞火锅(紫竹桥店) 分店,/shop/3329467,火锅,海淀区紫竹院路北洼路4号1区195号楼苏宁电器4楼 68716676,其他火锅 航天桥 紫竹桥,鸳鸯锅 虾滑 滑牛肉,88,9.1,9,9.4,2009,0,0
花家怡园(簋街店) 分店,/shop/515530,北京菜,东城区东直门内大街5号 51283316,家常菜 婚宴酒店 东直门,霸王鸡 花家白菜 酸梅汤,122,8.4,8.8,8.5,1996,116.4374,39.947292
金汉斯(西直门店) 分店,/shop/2504485,自助餐,西城区西直门内大街2号成铭大厦D座1楼 66002566,拉美烧烤 自助餐 西直门/动物园,蜜汁梅肉 鸡翅 培根,59,7.5,7.5,7.1,1994,116.36345,39.944927
满福楼大酒楼,/shop/507576,火锅,西城区地安门内大街38号 64030992,涮羊肉 婚宴酒店 地安门,鲜羊肉 涮羊肉 手切鲜羊肉,93,9.4,9,9.2,1972,116.402985,39.935745
东兴顺爆肚张,/shop/510329,小吃快餐,西城区什刹海前海东沿17号 64057412,老北京小吃 什刹海 地安门,爆肚 肚仁 羊杂汤,41,8.3,6.3,6.6,1965,116.40104,39.945045
将太无二(金泉广场餐厅) 分店,/shop/3488020,日本,朝阳区大屯里312号金泉广场F栋一层 84855900,日本料理 亚运村,三文鱼 CBD卷 三文鱼刺身,120,9.1,8.8,8.8,1956,116.41793,40.01226
水木锦堂铁板烧自助餐厅(五道口... 分店,/shop/2190157,日本 自助餐,海淀区五道口清华科技园D座2楼 82151999,自助餐 日式烧烤/铁板烧 五道口,凤尾虾 菲力牛排 三文鱼,161,8.5,8.7,8.5,1945,116.33803,40.000427
眉州东坡酒楼(石景山店) 分店,/shop/512421,川菜,石景山区石景山路22号万达广场 59683388,川菜 婚宴酒店 鲁谷,东坡肘子 眉州香肠 宫保鸡丁,72,8.1,8.1,7.7,1942,116.2327,39.91127
俏江南(东方广场店) 分店,/shop/509199,川菜,东城区东长安街1号东方广场B1楼BB88号 85186971,川菜 婚宴酒店 王府井/东单,江石滚肥牛 金牌水煮鱼 麻酱油麦菜,158,7.7,8.6,8.2,1923,116.42093,39.916023
麦当劳 分店,/shop/513342,小吃快餐,多家连锁店 ,快餐/简餐,麦辣鸡腿汉堡 奶昔 薯条,28,6.9,7,6.9,1922,116.454704,39.961258
炒豆合作社,/shop/1997656,小吃快餐,东城区东四北大街东四九条63号 84010276,烧烤 东四,蜜辣烤翅 番茄烤翅 黑椒土豆泥,57,8.7,8,8.5,1910,116.425995,39.939217
净心莲(长虹桥店) 分店,/shop/507883,素菜,朝阳区农展馆南里12号通广大厦院内 65923627,素菜 朝阳公园/团结湖,一指禅 素手卷 水煮鱼,212,8.4,9.1,9,1908,116.47049,39.940372
川成元麻辣香锅(西直门店) 分店,/shop/2301685,川菜,西城区西直门外大街1号凯德MALL购物中心L4-29号 58302423,香锅 西直门/动物园,金针菇 青笋 油豆皮,72,7.8,7.7,7.1,1897,116.35938,39.947174
香草香草云南原生态火锅(阿诗玛... 分店,/shop/4534036,火锅,丰台区蒲黄榆路28号B-C综合楼2楼 67676081,其他火锅 方庄,菌王奇香锅 牦牛肉 菌类拼盘,94,8.7,8.7,9,1878,116.42862,39.87002
新疆伊斯兰饭庄,/shop/512216,新疆菜,西城区三里河路7号新疆驻京办事处院内 68351820,婚宴酒店 新疆菜 月坛,特色:羊肉串??自制酸奶??大盘鸡,80,9.1,7.8,8,1877,116.339165,39.938828
老西安饭庄(新街口南大街店) 分店,/shop/508104,西北菜,西城区新街口南大街20号 66181748,西北菜 清真菜 新街口,羊肉泡馍 羊肉串 糖蒜,45,8.2,6.6,6.4,1859,116.37939,39.9462
辣婆婆(元大都店) 分店,/shop/1960495,川菜,海淀区北土城西路小月河北岸4号 62370808,川菜 北太平庄,水煮鱼 毛血旺 香辣虾,91,8.2,8.6,7.8,1855,116.36652,40.01283
蟹老宋香锅(西坝河店) 分店,/shop/509952,川菜 火锅,朝阳区西坝河光熙门北里34号楼 64238422,香锅 其他火锅 左家庄,香辣蟹 香辣虾 豆皮,65,8.2,7.9,8.1,1825,116.44121,39.97493
火宴山自助火锅(朝阳北路店) 分店,/shop/8074001,火锅 自助餐,朝阳区朝阳北路107号朝阳大悦城西侧罗马家园会所 58626830,其他火锅 自助餐 十里堡,蛋挞 寿司 羊肉,55,8.6,8.5,8.7,1822,116.523415,39.931053
高兴火锅,/shop/4719450,火锅,海淀区知春路甲20号 82356062,其他火锅 中关村 双榆树,嫩牛肉 手切羊肉 虾滑,78,9.1,8.8,9.5,1814,116.35247,39.981274
