name,url,id,type,address,label,feature,price,comment1,comment2,comment3,comment_count,lng,lat
蟹老宋香锅(西坝河店) 分店,/shop/509952,509952,川菜 火锅,朝阳区西坝河光熙门北里34号楼 64238422,香锅 其他火锅 左家庄,香辣蟹 香辣虾 豆皮,65,8.2,7.9,8.1,1825,116.44121,39.97493
火宴山自助火锅(朝阳北路店) 分店,/shop/8074001,8074001,火锅 自助餐,朝阳区朝阳北路107号朝阳大悦城西侧罗马家园会所 58626830,其他火锅 自助餐 十里堡,蛋挞 寿司 羊肉,55,8.6,8.5,8.7,1822,116.523415,39.931053
高兴火锅,/shop/4719450,4719450,火锅,海淀区知春路甲20号 82356062,其他火锅 中关村 双榆树,嫩牛肉 手切羊肉 虾滑,78,9.1,8.8,9.5,1814,116.35247,39.981274
嘉和一品粥(五道口店) 分店,/shop/512619,512619,小吃快餐,海淀区成府路29号 4007001008,粥店 五道口,皮蛋瘦肉粥 锅贴 一品粥,27,7.3,6.7,6.7,1805,116.34516,39.9988
旺顺阁鱼头泡饼店(大望路店) 分店,/shop/1998637,1998637,北京菜,朝阳区建国路88号八王坟现代城底商 85898800,家常菜 粤菜 大望路,鱼头泡饼 椒盐茶树菇 玉米汁,111,8.6,8.5,8.2,1801,116.48401,39.911892
戈拿旺巴西烤肉(菜市口店) 分店,/shop/516520,516520,自助餐,西城区广安门内大街6号枫桦豪景西配楼 63560050,拉美烧烤 自助餐 广内大街,烤牛舌 烤鸡翅 烤培根卷牛里脊,78,8.5,8.6,9,1783,116.37847,39.893536
眉州东坡酒楼(魏公村店) 分店,/shop/2405902,2405902,川菜,海淀区中关村南大街27号魏公街8号 59683300,川菜 婚宴酒店 魏公村,东坡肘子 担担面 自制香肠,64,8.3,8.3,8,1771,116.32484,39.957577
三只耳川湘粤大酒楼(方庄店) 分店,/shop/2109325,2109325,川菜 火锅,丰台区蒲方路9号GOGO新世代1号楼 58070888,其他火锅 婚宴酒店 方庄 天坛,冷锅鱼 雪媚娘 三只耳鸡,78,8.3,8.3,8.3,1757,116.42851,39.873142
黑松白鹿(崇文门店) 分店,/shop/3706684,3706684,日本,东城区东打磨厂街7号新世界女子百货3楼 67087373,日式自助 崇文门,三文鱼 烤鳗鱼 美乃滋焗扇贝,195,8.9,8.6,8.6,1754,116.419426,39.905678
辣尚瘾(牡丹园店) 分店,/shop/4221563,4221563,川菜,海淀区花园路2号翠微百货北门牡丹园餐饮街 57112866,烤鱼 香锅 北太平庄,麻辣香锅 蓝莓山药 香辣烤鱼,55,8.7,8.3,8.4,1732,116.37421,39.983707
江边城外烤全鱼(霄云路店) 分店,/shop/3625642,3625642,川菜,朝阳区霄云路35号院1栋 64670658,烤鱼 亮马桥/三元桥,烤鱼 豆豉清江鱼 麻辣清江鱼,67,8.8,8.7,8.7,1727,116.46879,39.962418
丰年灌肠,/shop/510328,510328,小吃快餐,东城区隆福广场前街1号 ,老北京小吃 东四,炸灌肠 灌肠 小米粥,9,8.5,5.9,6,1717,116.42089,39.931446
沸腾鱼乡(西直门店) 分店,/shop/1960690,1960690,川菜,西城区西直门南大街2号成铭大厦2楼 51901776,川菜 婚宴酒店 西直门/动物园,水煮鱼 馋嘴蛙 毛血旺,104,8.3,8.2,7.9,1703,116.36374,39.945004
北新桥卤煮老店,/shop/508149,508149,小吃快餐,东城区东四北大街141号 84015365,老北京小吃 东四,卤煮火烧 大肠卤煮 卤煮,25,8.9,6.7,6.9,1702,116.42323,39.94347
大董烤鸭店(金宝汇店) 分店,/shop/3178285,3178285,北京菜,东城区金宝街88号金宝汇购物中心5楼 85221234,烤鸭 婚宴酒店 王府井/东单,烤鸭 宫保虾球 芥末鸭掌,243,9.1,9.3,9,1684,116.42757,39.921497
秦唐府(朝阳门店) 分店,/shop/512830,512830,小吃快餐 西北菜,东城区朝阳门内南小街69号 65598135,西北菜 其他小吃 朝阳门,肉夹馍 米皮 稠酒,35,8.6,7.9,7.8,1681,116.43244,39.928455
蟹老宋香锅(高粱桥店) 分店,/shop/508517,508517,川菜 火锅,海淀区高梁桥斜街1号 62278246,香锅 其他火锅 北下关,香辣蟹 香辣虾 宽粉,60,8.4,8,8.3,1670,116.342384,39.957703
湖广会馆楚畹园,/shop/509242,509242,湖北菜,西城区虎坊路3号 63553112,湖北菜 婚宴酒店 虎坊桥,酸汤鱼 三鲜豆皮 汗炉蒸鸭,71,7.8,8.1,7.1,1668,116.39084,39.895008
新川办餐厅,/shop/513812,513812,川菜,朝阳区小红门路312号 87699988,川菜 婚宴酒店 十八里店,夫妻肺片 水煮鱼 川北凉粉,81,8.7,8.5,7.8,1655,116.46162,39.85578
西蜀豆花庄(新天地店) 分店,/shop/508028,508028,川菜,东城区东长安街1号东方广场东方新天地B1楼CC16号 85185288,川菜 婚宴酒店 王府井/东单,水煮鱼 豆花 毛血旺,86,6.8,6.8,6,1653,116.42351,39.915794
鼎泰丰(新光天地店) 分店,/shop/2102164,2102164,小吃快餐,朝阳区建国路87号新光天地6楼D6001号 65331536,其他小吃 淮扬菜 大望路,蟹粉小笼 特色小笼汤包 糖醋小排,121,8.3,8.1,8.2,1649,116.484955,39.916454
渝乡人家(复兴门百盛店) 分店,/shop/508389,508389,川菜,西城区复兴门内大街101号百盛购物中心南楼7楼 66023706,川菜 复兴门,水煮鱼 毛血旺 川北凉粉,73,7.8,7.4,7,1642,116.36519,39.9137
西贝西北菜(王府井APM店) 分店,/shop/6271139,6271139,西北菜,东城区王府井大街138号北京apm五层509店铺 65124600,西北菜 婚宴酒店 王府井/东单,酸奶 功夫鱼 黄馍馍,80,9.3,9.3,9.4,1629,116.41812,39.921474
海底捞火锅(王府井店) 分店,/shop/4212460,4212460,火锅,东城区王府井大街88号乐天银泰百货8楼 57620153,其他火锅 王府井/东单,虾滑 滑牛肉 肥牛,92,9.2,9.1,9.4,1620,116.41794,39.922016
大槐树烤肉馆,/shop/509169,509169,小吃快餐,东城区美术馆东街23号 64008891,烧烤 东四,牛肉 五花 牛舌,78,8.6,5.2,7.4,1607,116.41679,39.931767
鼎泰丰(西单店) 分店,/shop/4111774,4111774,小吃快餐,西城区西单北大街133号君太百货B1楼 66159028,淮扬菜 其他小吃 西单,蟹粉小笼 小笼包 糖醋小排,112,8.7,8.4,8.6,1606,116.37986,39.915657
起司家(东四店) 分店,/shop/8064265,8064265,西餐,东城区东四北大街257号 84046683,面包西点 西式简餐 东四 地安门,焦糖榴莲布丁 脸盆沙拉 榴莲芝士蛋糕,48,9.1,9.2,8.9,1605,116.423546,39.937897
大清花(方庄店) 分店,/shop/509481,509481,小吃快餐 东北菜,丰台区方庄蒲方路1号 67688275,东北菜 饺子 方庄,拔丝红薯 饺子 五彩大拉皮,67,7.7,7.2,7.2,1601,116.44389,39.87201
美の子日本料理,/shop/2880715,2880715,日本,海淀区万柳东路北纬四十度大酒店1楼 82561879,日本料理 日式自助 苏州桥,三文鱼 烤鳗鱼 北极贝,134,8.2,8.3,8.4,1593,116.30956,39.967785
戈拿旺巴西烤肉(海淀店) 分店,/shop/512206,512206,自助餐,海淀区科学院南路知春东里13号楼 82133026,拉美烧烤 自助餐 中关村,牛舌 烤鸡翅 牛肩峰,78,8.4,8.2,8.8,1591,116.33239,39.979416
蓝钻国际美食自助百汇(西直门店) 分店,/shop/4734162,4734162,自助餐,海淀区高梁桥斜街59号中坤大厦内钟鼎楼食府3楼 62193338,自助餐 婚宴酒店 西直门/动物园,三文鱼刺身 冰激凌 酥皮蘑菇汤,161,8.6,8.8,9.1,1584,116.35688,39.94945
鬼味烤翅,/shop/2344891,2344891,小吃快餐,西城区交道口南锣鼓巷黑芝麻胡同20号 64075931,烧烤 地安门 安定门,土豆泥 鬼味烤翅 芥末烤翅,47,8.7,8.2,7.9,1581,116.40698,39.944637
坪亭铁板烧(中关村店) 分店,/shop/513362,513362,日本,海淀区海淀南路26号 62538919,日式烧烤/铁板烧 日式自助 中关村,烤鳗鱼 三文鱼 北极贝,174,8.1,8.3,8,1579,116.31567,39.981476
陈阿婆鱼火锅(牡丹园店) 分店,/shop/4013473,4013473,火锅,海淀区花园东路2号中城写字楼2楼 62011283,鱼火锅 北太平庄,梭边鱼 虾滑 三味鱼锅,62,8.9,8.5,8.5,1570,116.37521,39.98467
印巷小馆(魏公村店) 分店,/shop/5414722,5414722,北京菜,海淀区中关村南大街魏公村街4号 88410598,家常菜 魏公村 西直门/动物园,金包咖喱鸡 甜汁爆鲜虾 印象红盖,74,8.2,8.4,8.2,1566,116.32823,39.95912
东来顺饭庄(新东安商场总店) 分店,/shop/510678,510678,火锅,东城区王府井大街138号北京APM 5楼542-547 65280932,涮羊肉 王府井/东单,涮羊肉 手工切羊肉 糖蒜,123,7.5,6.9,6.3,1565,116.41812,39.921474
汉莱国际美食百汇,/shop/1935607,1935607,自助餐,海淀区中关村大街15号中关村广场购物中心1楼B区入口 59863535,自助餐 婚宴酒店 中关村,蒜蓉扇贝 三文鱼 甜点,160,7.9,8.4,8.3,1564,116.3229,39.985703
金簋簋街小山城(簋街一店) 分店,/shop/514239,514239,火锅,东城区东直门内大街253号 84020856,其他火锅 东直门,馋嘴蛙 鸳鸯锅 牛蛙,85,8.3,6.1,6.7,1560,116.42497,39.94732
萨莉亚(欧美汇店) 分店,/shop/3447199,3447199,西餐,海淀区丹棱街甲1号欧美汇购物中心B1楼13单元 82484216,西式简餐 中关村,金枪鱼沙拉 肉酱多利亚饭 意面,35,7.6,7.5,7.4,1549,116.32168,39.985233
印巷小馆(好运街店) 分店,/shop/4719387,4719387,北京菜,朝阳区朝阳公园路好运街1-8号 58670286,家常菜 朝阳公园/团结湖 亮马桥/三元桥,金包咖喱鸡 甜汁爆鲜虾 印巷红盖,77,8.3,8.5,8.4,1535,116.47794,39.957207
张妈妈特色川味馆,/shop/3224647,3224647,川菜,东城区安定门内大街分司厅胡同5号 13717850992,川菜 安定门,钵钵鸡 连山回锅肉 张妈妈小炒,42,9,6.1,7,1527,116.41398,39.950573
新辣道鱼火锅(西直门店) 分店,/shop/3306151,3306151,火锅,西城区西直门外大街1号西环广场凯德MALL购物中心5楼 58301963,鱼火锅 西直门/动物园,梭边鱼 徐妈豆腐 蟹粉丸,85,8.6,8.3,8.2,1524,116.3594,39.947205
呷哺呷哺(新中关购物中心店) 分店,/shop/1974373,1974373,火锅,海淀区中关村大街19号新中关购物中心B1楼 82486010,其他火锅 中关村,麻酱小料 蔬菜拼盘 羊肉套餐,40,8.3,7.8,8,1517,116.321945,39.984425
那家小馆(植物园店) 分店,/shop/512775,512775,北京菜,海淀区香山一棵松29号 82598588,官府菜 婚宴酒店 香山,秘制酥皮虾 皇坛子 桂花山药,115,8.5,8.8,8.6,1513,116.216324,39.998783
豆捞坊(崇文门店) 分店,/shop/3054160,3054160,火锅,东城区崇文门外大街18号国瑞购物中心3F-32号 67172156,其他火锅 崇文门,虾滑 炸豆皮 丸滑组合,86,8.7,9.1,8.5,1512,116.42557,39.904636
全聚德烤鸭店(清华园店) 分店,/shop/1926541,1926541,北京菜,海淀区中关村东路1号院清华科技园科技大厦A座1楼 82150018,烤鸭 婚宴酒店 五道口,烤鸭 芥末鸭掌 盐水鸭肝,133,8.8,8.8,8.6,1507,116.33713,39.999783
护国寺小吃店(地安门店) 分店,/shop/509774,509774,小吃快餐,西城区地安门外大街180号 64042946,老北京小吃 地安门 什刹海,豌豆黄 面茶 奶油炸糕,15,8,6.1,6.3,1506,116.402824,39.940067
都一处烧麦馆(方庄店) 分店,/shop/511154,511154,北京菜,丰台区蒲芳路1-6号方庄芳城园美食街15号楼 67606235,家常菜 方庄,三鲜烧麦 乾隆白菜 猪肉烧麦,69,7.7,7.6,7.1,1504,116.4429,39.871986
皇家冰窖小院,/shop/2639713,2639713,北京菜,西城区恭俭胡同5巷5号 64011358,官府菜 地安门 什刹海,冰窖凉浸带鱼 冰窖秘制乌梅汁 清宫烤羊腿,99,8,8.5,8,1498,116.39968,39.936596
那家小馆(酒仙桥店) 分店,/shop/4175269,4175269,北京菜,朝阳区酒仙桥北路2号 59789333,官府菜 婚宴酒店 酒仙桥,秘制酥皮虾 皇坛子 自制豆腐,123,8.8,9.3,9,1497,116.50036,39.993782
8号苑秘制火锅(西单一店) 分店,/shop/3006772,3006772,火锅,西城区新建胡同8号 66088880,其他火锅 西单,八号凉面 灭火器 鱼豆腐,51,8.1,7.8,8.1,1495,116.3864,39.920036
香妃烤鸡(西单店) 分店,/shop/508995,508995,小吃快餐,西城区西单横二条2号 66088676,快餐/简餐 西单,烤鸡 烧饼 泡菜,23,8.2,7,6.9,1486,116.383156,39.917995
辣尚瘾(人大店) 分店,/shop/3537253,3537253,川菜,海淀区万泉河路68号 82650566,烤鱼 香锅 苏州桥,蓝莓山药 麻辣香锅 香辣烤鱼,56,8.3,8,7.9,1486,116.3146,39.97323
南门涮肉(前海店) 分店,/shop/2066287,2066287,火锅,西城区南官房胡同1号什刹海茶艺酒吧街 83227033,涮羊肉 地安门,手切鲜羊肉 麻酱 烧饼,78,9.1,8.6,8.5,1478,116.39828,39.940247
竹鱼坊(东单店) 分店,/shop/1960831,1960831,川菜,东城区东单北极阁三条53号 65222335,烤鱼 王府井/东单,麻辣烤鱼 豆豉烤鱼 泡椒烤鱼,72,7.8,7.2,5.9,1477,116.42589,39.917255
旺顺阁鱼头泡饼店(奥体东门店) 分店,/shop/512280,512280,北京菜,朝阳区安苑路1号 64911199,家常菜 粤菜 亚运村,鱼头泡饼 玉米汁 椒盐茶树菇,106,8.1,7.9,7.6,1465,116.415665,39.989216
便宜坊烤鸭店(三里屯店),/shop/5477216,5477216,北京菜,朝阳区工体北路13号世茂百货4楼 84059699,烤鸭 婚宴酒店 三里屯,烤鸭 盐水鸭肝 干炸丸子,108,8.4,8.8,8,1462,116.45621,39.939735
哇哇叫,/shop/4220057,4220057,火锅,东城区东直门外大街27号4楼 64617073,其他火锅 东直门 三里屯,干锅牛蛙 蓝莓山药 馋嘴蛙火锅,68,8.9,8.5,8.7,1457,116.45198,39.947243
功德林素菜饭庄,/shop/2266465,2266465,素菜,东城区前门东大街甲2号 67020867,素菜 前门,功德冬菜包 孜然羊肉串 糖醋排骨,89,8,8.1,8,1457,116.41808,39.90671
隐泉日本料理(光华东路店) 分店,/shop/507748,507748,日本,朝阳区光华东路甲8号和乔大厦C座2楼 65813939,日本料理 大望路 国贸,摩托罗拉卷 三文鱼刺身 隐泉沙拉,186,8.6,8.6,8.3,1456,116.47817,39.919205
海碗居(牡丹园店) 分店,/shop/514779,514779,小吃快餐,海淀区花园路2号 82070488,炸酱面 北太平庄,炸酱面 爆肚 驴打滚,45,7.9,7.3,7.7,1454,116.37381,39.983734
江边城外烤全鱼(簋街店) 分店,/shop/4287815,4287815,川菜,东城区东直门内大街15-2号 84078678,烤鱼 东直门,香辣烤鱼 豆豉烤鱼 清江鱼,68,8.8,8.3,8.5,1452,116.43348,39.94732
江边城外烤全鱼(方庄店) 分店,/shop/4214760,4214760,川菜,丰台区芳古路芳群园二区12-1号 67660240,烤鱼 方庄,香辣烤鱼 豆豉清江鱼 麻辣烤鱼,69,9,8.6,8.5,1450,116.437,39.869785
天厨妙香素食馆(五道口店) 分店,/shop/509331,509331,素菜,海淀区中关村东路1号清华科技园创业大厦1楼110室 62797078,素菜 五道口 中关村,糙米饭 随缘解馋 水煮鱼,57,8.6,8.5,8.7,1428,116.33611,40.000904
北京万豪酒店城墙小馆,/shop/2671657,2671657,自助餐,东城区建国门南大街7号北京万豪酒店1楼 58118888,自助餐 建国门/北京站,三文鱼 冰激凌 甜点,151,7.6,8.8,8.6,1418,116.44103,39.91061
猫眼餐厅(北外店) 分店,/shop/513876,513876,西餐,海淀区魏公村西口厂洼路外研社旁胡同内 68417219,比萨 魏公村,金枪鱼沙拉 超级至尊 pizza,46,7.3,7,7.1,1405,116.31209,39.95948
姑姑宴(西直门店) 分店,/shop/3056221,3056221,小吃快餐 川菜,西城区西直门外大街1号凯德MALL购物中心5楼29号 58301058,川菜 其他小吃 西直门/动物园,龙抄手 钟水饺 徐府燃面,48,7.3,7.7,7,1401,116.35908,39.947105
新辣道鱼火锅(崇文门店) 分店,/shop/2264299,2264299,火锅,东城区崇文门东兴隆街56号北京商界2楼 67022078,鱼火锅 崇文门,梭边鱼 油豆皮 酸菜丸子,84,8.3,8,8.1,1400,116.42104,39.903244
望京一号,/shop/2210437,2210437,川菜,朝阳区东辛店大望京村1号 64320332,川菜 望京,水煮鱼 花椒鸡 一鱼两吃,72,8.4,8.2,7.6,1397,116.50643,40.00919
湘肠香火锅店(团结湖店) 分店,/shop/511945,511945,火锅,朝阳区姚家园路团结湖东里甲3-1号 85966628,其他火锅 湘菜 朝阳公园/团结湖,肥肠火锅 泡饼 大碗菜花,65,9,7.1,7.7,1396,116.47652,39.935677
小王府(光华东路店) 分店,/shop/510028,510028,北京菜,朝阳区光华东里2号楼 65943602,家常菜 国贸,飘香排骨 烤鸭 宫保鸡丁,76,7.8,7.3,7.5,1388,116.463745,39.916286
眉州东坡酒楼(团结湖店) 分店,/shop/508781,508781,川菜,朝阳区团结湖东里1号楼 85980158,川菜 婚宴酒店 朝阳公园/团结湖,东坡肘子 眉州香肠 宫爆鸡丁,65,8.2,7.9,7.9,1387,116.477135,39.935867
东来顺饭庄(双井店) 分店,/shop/3701701,3701701,火锅,朝阳区东三环中路18号东环国际大厦3楼 58538999,涮羊肉 国贸,羊肉 小料 烧饼,69,8.7,8,8.1,1387,116.46884,39.902027
傲辣火锅,/shop/5515399,5515399,火锅,朝阳区民族园路8号院2号楼 82997003,火锅 亚运村,鲜切羊肉 虾滑 自制豆腐,76,9.2,9,9.2,1380,116.39465,39.9879
豆捞坊(东直门店) 分店,/shop/3047323,3047323,火锅,东城区东直门南大街1号来福士购物广场5F-03号 84098371,其他火锅 东直门,虾滑 菌王锅底 炸豆皮,83,8.8,9,8.7,1371,116.43914,39.94644
大鸭梨烤鸭店(上地店) 分店,/shop/515301,515301,北京菜,海淀区上地农大南路树村东北口 62973182,烤鸭 婚宴酒店 上地,烤鸭 水煮鱼 干锅茶树菇,64,7.5,8.1,6.9,1371,116.312645,40.032997
芝士蜜餐厅(小菊儿胡同店) 分店,/shop/5322808,5322808,西餐,东城区南锣鼓巷小菊儿胡同69号 64053523,其他西餐 安定门 地安门,榴莲芝士蛋糕 紫薯蛋糕 提拉米苏,37,9.1,8.3,8.7,1364,116.41009,39.94633
东来顺饭庄(中关村海图店) 分店,/shop/581603,581603,火锅,海淀区海淀大街34号华海大厦2楼 82611636,涮羊肉 中关村,涮肉 羊肉 麻酱,67,8.3,7.9,7.7,1360,116.314095,39.98824
辣尚瘾(芍药居店) 分店,/shop/3537250,3537250,川菜,朝阳区太阳宫芍药居甲3号 58490809,烤鱼 香锅 对外经贸,麻辣香锅 蓝莓山药 烤鱼,54,8.9,8.5,8.6,1357,116.44481,39.988815
大鸭梨烤鸭店(劲松店) 分店,/shop/579003,579003,北京菜,朝阳区南磨房路34号楼天客隆大厦 67347158,烤鸭 婚宴酒店 劲松/潘家园 大望路,烤鸭 水煮鱼 宫保鸡丁,63,8.1,8.1,7.8,1355,116.475624,39.889805
田老师红烧肉 分店,/shop/513070,513070,小吃快餐,多家连锁店 ,快餐/简餐,红烧肉盖饭 卤蛋 酸豆角盖饭,15,6.3,5.5,5.4,1351,116.454704,39.961258
西贝西北菜(三元桥店) 分店,/shop/3516520,3516520,西北菜,朝阳区东三环北路乙2号海南航空大厦B1楼 63453535,西北菜 婚宴酒店 亮马桥/三元桥,功夫鱼 羊肉串 酸奶,80,8.6,8.6,8.8,1338,116.4637,39.96408
江边城外烤全鱼(外经贸紫光大厦... 分店,/shop/4175455,4175455,川菜,朝阳区惠新东街11号紫光发展大厦B3-202号 64823928,烤鱼 对外经贸,香辣烤鱼 豆豉烤鱼 麻辣烤鱼,64,9,8.7,8.8,1338,116.43434,39.98439
没名儿生煎(五道口店) 分店,/shop/5983552,5983552,小吃快餐,海淀区成府路29号国际食尚苑A-5号 4008965880,其他小吃 五道口,没名儿生煎 生煎 灌汤包,18,8.6,8.1,8.4,1328,116.282196,39.947083
白记年糕(牛街北口店) 分店,/shop/585842,585842,小吃快餐,西城区牛街5号牛街清真超市1楼 ,老北京小吃 牛街,驴打滚 年糕 豌豆黄,17,9.1,7.6,7.9,1326,116.36984,39.89336
川成元麻辣香锅(崇文门店) 分店,/shop/3070318,3070318,川菜,东城区崇外大街18号国瑞购物中心A座B1楼35号 67147638,香锅 崇文门,麻辣香锅 青笋 午餐肉,72,8.2,8.1,7.9,1323,116.42706,39.90519
江边城外烤全鱼(上地店) 分店,/shop/3625636,3625636,川菜,海淀区上地信息路甲28号科实大厦1楼 82781832,烤鱼 上地,豆豉烤鱼 香辣烤鱼 香辣清江鱼,64,9,8.6,8.7,1316,116.31812,40.040466
爆肚冯(菜市口店) 分店,/shop/510492,510492,小吃快餐,西城区菜市口十字路口西南莲花胡同 83558088,老北京小吃 菜市口,爆肚 肚仁 羊杂汤,54,8.3,6.5,6.3,1315,116.37966,39.896023
